hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240226,1,10,1,4566,塩田 北斗,NIGE,76.7,90.4,0.14,0.06,6.79,1,3,40.0,56.67,25.0,45.83,6.0,4.0,0.0,0.0,0.0,0.0,16.586,143165593.72300002,7.755333333333333,-143165585.9676667,0,1,1
20240226,1,10,2,4594,谷川 祐一,NIGE,14.5,58.3,0.15,0.08,6.84,4,4,39.47,39.47,18.37,48.98,6.0,4.0,4.0,3.0,0.0,0.0,15.630999999999998,143165593.72300002,7.755333333333333,-143165585.9676667,0,1,1
20240226,1,10,3,4789,古賀 智之,NIGE,6.9,37.9,0.15,0.19,6.84,4,6,55.56,70.37,30.19,43.4,6.0,4.0,0.0,0.0,2.0,0.0,429496748.952,143165593.72300002,7.755333333333333,-143165585.9676667,0,1,1
20240226,1,10,4,3713,伊藤 誠二,NIGE,23.2,65.1,0.12,0.0004,6.81,2,2,20.59,47.06,30.77,48.08,6.0,4.0,6.0,2.0,2.0,0.0,10.023,143165593.72300002,7.755333333333333,-143165585.9676667,1,1,1
20240226,1,10,5,4216,星 栄爾,NIGE,7.1,33.3,0.16,0.0,6.83,3,1,20.0,31.43,34.09,54.55,6.0,4.0,1.0,0.0,2.0,0.0,9.292,143165593.72300002,7.755333333333333,-143165585.9676667,0,1,1
20240226,1,10,6,3414,加瀬 智宏,NIGE,3.8,19.2,0.16,0.09,6.84,4,5,3.45,6.9,24.44,46.67,6.0,4.0,0.0,0.0,1.0,0.0,3.9509999999999996,143165593.72300002,7.755333333333333,-143165585.9676667,0,1,1
20240226,1,11,1,4677,片橋 幸貴,NIGE,71.4,85.7,0.14,,,1,1,28.13,53.13,27.27,41.82,5.0,4.0,0.0,0.0,0.0,2.0,12.781,13.458,16.487,3.028999999999998,0,0,0
20240226,1,11,2,4700,金子 和之,NIGE,19.4,61.1,0.19,,,1,1,33.33,43.33,31.37,52.94,5.0,4.0,1.0,5.0,0.0,0.0,13.981,13.458,16.487,3.028999999999998,0,0,0
20240226,1,11,3,3838,伊藤 啓三,NIGE,9.5,54.7,0.13,,,1,1,32.14,46.43,36.96,63.04,5.0,4.0,1.0,0.0,3.0,0.0,13.612,13.458,16.487,3.028999999999998,0,0,0
20240226,1,11,4,3966,作間 章,NIGE,17.0,65.9,0.17,,,1,1,55.17,65.52,30.19,50.94,5.0,4.0,3.0,2.0,2.0,1.0,20.622999999999998,13.458,16.487,3.028999999999998,,0,0
